,Unnamed: 0,start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count,geometry
30,30,232.0,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,0.0007667176819921575,0.0047724288139393365,17530.2665,729.8362,981.0,POINT (-73.99014892 40.69597683)
31,31,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,0.00106008769685059,0.10527769770346883,388222.0168,2323.7944,20817.0,POINT (-73.98713956 40.7284186)
32,32,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,0.0010444085184068517,0.10002482303577721,360756.083,2003.5246,19889.0,POINT (-73.98672378000001 40.73047309)
33,33,238.0,Bank St & Washington St,40.7361967,-74.00859207,0.0013014668429066037,0.07142227987572468,301031.866,2803.5831,13801.0,POINT (-74.00859207000001 40.7361967)
34,34,239.0,Willoughby St & Fleet St,40.69196566,-73.9813018,0.001241029419336547,0.036918260145414945,143210.5169,2638.3081,7335.0,POINT (-73.9813018 40.69196566)
35,35,241.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,0.001241029419336547,0.05056292239197976,215922.6661,2796.3327,9606.0,POINT (-73.97493120999999 40.68981035)
36,36,242.0,Carlton Ave & Flushing Ave,40.697787,-73.973736,0.0021413663906398187,0.017688414848979855,75190.3499,3024.6389,3428.0,POINT (-73.973736 40.697787)
37,37,244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851,0.002127364397457732,0.02903894814387752,110262.6843,2572.3347,5673.0,POINT (-73.96536851 40.69196035)
38,38,245.0,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,0.001241029419336547,0.023193523589891418,94743.817,2723.6512,4301.0,POINT (-73.97703874 40.69327018)
39,39,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,0.0013014668429066037,0.0869526920982672,338104.4332,2635.6806,16820.0,POINT (-74.00483091 40.73535398)
40,40,248.0,Laight St & Hudson St,40.72185379,-74.00771779,0.0016308082570155502,0.018993626085006887,81610.1,2916.5632,3692.0,POINT (-74.00771779 40.72185379)
41,41,249.0,Harrison St & Hudson St,40.71870987,-74.0090009,0.0016308082570155502,0.025723871752986772,110994.7995,2935.8939,5005.0,POINT (-74.0090009 40.71870987)
42,42,250.0,Lafayette St & Jersey St,40.72456089,-73.99565293,0.0013819880110581037,0.1065749015086,399809.4168,2572.245,20867.0,POINT (-73.99565293000001 40.72456089)
43,43,251.0,Mott St & Prince St,40.72317958,-73.99480012,0.0014065100009839843,0.11827375804746806,464958.8004,2652.9062,22449.0,POINT (-73.99480011999999 40.72317958)
44,44,252.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,0.0013706214068813446,0.07546202876269179,298745.8506,2638.3033,14371.0,POINT (-73.99852205000001 40.73226398)
45,45,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,0.0013822962479652424,0.06401140258159572,226109.3167,2458.7078,12868.0,POINT (-73.99800419 40.73532427)
